Case_ID,Person_ID,Age_Group,Day,Latitude,Longitude,Timestamp,Movement_Duration_Min,Distance_km,Speed_kmh,Previous_Area,Target_Area,Hour,Weekday,Is_Weekend
MP-2026-006,P006,36-45,Tuesday,23.215104,77.434265,2026-01-07 20:36:00,25.23,7.6,18.08,Bus_Stop,College,20,Wednesday,0
MP-2026-006,P006,18-25,Monday,23.258696,77.404176,2026-01-07 15:44:00,23.36,9.57,24.58,College,Market,15,Wednesday,0
MP-2026-006,P006,36-45,Friday,23.238818,77.399978,2026-01-08 02:44:00,24.41,2.78,6.84,Market,Park,2,Thursday,0
MP-2026-006,P006,18-25,Tuesday,23.258049,77.401316,2026-01-07 17:55:00,23.59,11.53,29.33,Park,Market,17,Wednesday,0
MP-2026-006,P006,26-35,Saturday,23.237588,77.400013,2026-01-07 23:49:00,23.57,4.09,10.41,Market,Park,23,Wednesday,0
MP-2026-006,P006,36-45,Tuesday,23.26136,77.397084,2026-01-08 03:43:00,30.77,18.06,35.22,Park,Hospital,3,Thursday,0
MP-2026-006,P006,26-35,Tuesday,23.260995,77.41243,2026-01-07 14:00:00,17.15,6.05,21.17,Hospital,Home,14,Wednesday,0
MP-2026-006,P006,26-35,Thursday,23.215401,77.431185,2026-01-07 16:39:00,17.34,8.73,30.22,Home,College,16,Wednesday,0
MP-2026-006,P006,36-45,Thursday,23.258351,77.404337,2026-01-07 20:23:00,16.03,9.15,34.26,College,Market,20,Wednesday,0
MP-2026-006,P006,18-25,Friday,23.25852,77.411419,2026-01-08 02:09:00,19.29,2.72,8.46,Market,Home,2,Thursday,0
MP-2026-006,P006,26-35,Thursday,23.258642,77.404329,2026-01-07 17:29:00,21.12,12.82,36.4,Home,Market,17,Wednesday,0
MP-2026-006,P006,26-35,Thursday,23.266188,77.412625,2026-01-08 03:39:00,22.9,6.09,15.95,Market,Railway,3,Thursday,0
MP-2026-006,P006,18-25,Monday,23.260201,77.410771,2026-01-07 23:16:00,29.55,10.11,20.54,Railway,Bus_Stop,23,Wednesday,0
MP-2026-006,P006,18-25,Wednesday,23.258714,77.405544,2026-01-07 13:19:00,8.25,5.28,38.42,Bus_Stop,Market,13,Wednesday,0
MP-2026-006,P006,36-45,Friday,23.240879,77.402285,2026-01-07 13:17:00,10.79,2.36,13.1,Market,Park,13,Wednesday,0
MP-2026-006,P006,26-35,Tuesday,23.258106,77.39666,2026-01-08 01:55:00,16.19,10.38,38.47,Park,Hospital,1,Thursday,0
MP-2026-006,P006,26-35,Wednesday,23.2603,77.40332,2026-01-07 21:13:00,12.38,5.11,24.78,Hospital,Market,21,Wednesday,0
MP-2026-006,P006,26-35,Wednesday,23.238452,77.400391,2026-01-08 04:01:00,25.92,3.9,9.02,Market,Park,4,Thursday,0
MP-2026-006,P006,36-45,Saturday,23.25817,77.405254,2026-01-08 03:47:00,31.3,11.06,21.2,Park,Market,3,Thursday,0
MP-2026-006,P006,36-45,Thursday,23.272515,77.41416,2026-01-07 20:06:00,11.16,5.26,28.28,Market,Railway,20,Wednesday,0
MP-2026-006,P006,26-35,Thursday,23.259338,77.41192,2026-01-07 13:55:00,18.27,2.25,7.4,Railway,Home,13,Wednesday,0
MP-2026-006,P006,18-25,Friday,23.21387,77.433029,2026-01-07 19:15:00,9.99,6.07,36.49,Home,College,19,Wednesday,0
MP-2026-006,P006,36-45,Sunday,23.207308,77.434156,2026-01-07 15:12:00,22.51,13.99,37.3,College,Mall,15,Wednesday,0
MP-2026-006,P006,26-35,Friday,23.214632,77.430385,2026-01-07 18:31:00,21.26,8.96,25.27,Mall,College,18,Wednesday,0
MP-2026-006,P006,36-45,Saturday,23.26053,77.411235,2026-01-08 01:35:00,13.98,0.7,2.98,College,Home,1,Thursday,0
MP-2026-006,P006,26-35,Tuesday,23.258174,77.410926,2026-01-08 04:03:00,36.65,19.1,31.27,Home,Bus_Stop,4,Thursday,0
MP-2026-006,P006,18-25,Friday,23.258934,77.403441,2026-01-08 03:06:00,14.38,8.79,36.69,Bus_Stop,Market,3,Thursday,0
MP-2026-006,P006,18-25,Saturday,23.272338,77.411859,2026-01-07 16:09:00,13.72,3.46,15.15,Market,Railway,16,Wednesday,0
MP-2026-006,P006,26-35,Sunday,23.259814,77.411151,2026-01-07 19:20:00,14.58,5.19,21.33,Railway,Bus_Stop,19,Wednesday,0
MP-2026-006,P006,26-35,Monday,23.27068,77.413141,2026-01-08 00:02:00,33.51,19.16,34.31,Bus_Stop,Railway,0,Thursday,0
MP-2026-006,P006,18-25,Friday,23.257912,77.411971,2026-01-07 21:31:00,11.7,2.95,15.1,Railway,Home,21,Wednesday,0
MP-2026-006,P006,26-35,Thursday,23.259341,77.402815,2026-01-07 16:49:00,5.0,2.17,26.0,Home,Market,16,Wednesday,0
MP-2026-006,P006,36-45,Monday,23.258615,77.414894,2026-01-08 00:35:00,13.04,1.34,6.18,Market,Home,0,Thursday,0
MP-2026-006,P006,26-35,Friday,23.270063,77.414138,2026-01-07 16:38:00,20.0,7.53,22.59,Home,Railway,16,Wednesday,0
MP-2026-006,P006,18-25,Thursday,23.260352,77.412973,2026-01-07 18:55:00,25.62,6.9,16.17,Railway,Home,18,Wednesday,0
MP-2026-006,P006,36-45,Friday,23.216049,77.433322,2026-01-07 18:02:00,13.53,7.64,33.89,Home,College,18,Wednesday,0
MP-2026-006,P006,26-35,Friday,23.206214,77.437055,2026-01-07 18:11:00,10.04,6.05,36.16,College,Mall,18,Wednesday,0
MP-2026-006,P006,36-45,Saturday,23.260178,77.413376,2026-01-08 01:26:00,14.74,5.1,20.75,Mall,Home,1,Thursday,0
MP-2026-006,P006,36-45,Saturday,23.214217,77.432214,2026-01-08 02:22:00,21.81,13.57,37.33,Home,College,2,Thursday,0
MP-2026-006,P006,36-45,Sunday,23.257333,77.403286,2026-01-07 19:00:00,17.7,6.96,23.61,College,Market,19,Wednesday,0
MP-2026-006,P006,36-45,Tuesday,23.257745,77.410279,2026-01-08 04:34:00,27.82,12.69,27.37,Market,Bus_Stop,4,Thursday,0
MP-2026-006,P006,36-45,Thursday,23.217612,77.430865,2026-01-07 18:07:00,16.81,6.29,22.45,Bus_Stop,College,18,Wednesday,0
MP-2026-006,P006,36-45,Saturday,23.206727,77.435809,2026-01-07 16:08:00,30.64,13.14,25.73,College,Mall,16,Wednesday,0
MP-2026-006,P006,26-35,Tuesday,23.259349,77.410514,2026-01-07 17:44:00,23.33,2.9,7.47,Mall,Home,17,Wednesday,0
MP-2026-006,P006,36-45,Thursday,23.257732,77.402847,2026-01-07 21:19:00,23.72,13.89,35.13,Home,Market,21,Wednesday,0
MP-2026-006,P006,26-35,Saturday,23.270389,77.411076,2026-01-07 23:10:00,15.29,7.13,27.98,Market,Railway,23,Wednesday,0
MP-2026-006,P006,36-45,Wednesday,23.260004,77.404287,2026-01-07 20:07:00,24.59,16.04,39.13,Railway,Market,20,Wednesday,0
MP-2026-006,P006,18-25,Monday,23.240113,77.401899,2026-01-08 00:42:00,25.58,4.4,10.33,Market,Park,0,Thursday,0
MP-2026-006,P006,26-35,Tuesday,23.268368,77.414076,2026-01-07 18:03:00,15.37,9.73,37.98,Park,Railway,18,Wednesday,0
MP-2026-006,P006,18-25,Saturday,23.261621,77.4129,2026-01-07 14:27:00,27.55,0.92,2.0,Railway,Home,14,Wednesday,0
MP-2026-006,P006,36-45,Saturday,23.214099,77.432026,2026-01-08 02:27:00,6.5,2.16,19.93,Home,College,2,Thursday,0
MP-2026-007,P007,36-45,Saturday,23.257727,77.413162,2026-01-01 22:37:00,10.45,2.1,12.08,Home,Bus_Stop,22,Thursday,0
MP-2026-007,P007,18-25,Monday,23.215507,77.430566,2026-01-01 19:47:00,31.92,8.21,15.42,Bus_Stop,College,19,Thursday,0
MP-2026-007,P007,18-25,Wednesday,23.26003,77.412099,2026-01-01 18:25:00,17.91,1.38,4.61,College,Home,18,Thursday,0
MP-2026-007,P007,36-45,Thursday,23.259757,77.412532,2026-01-01 21:17:00,21.34,12.6,35.43,Home,Bus_Stop,21,Thursday,0
MP-2026-007,P007,26-35,Thursday,23.271043,77.412981,2026-01-02 02:21:00,16.76,12.27,43.9,Bus_Stop,Railway,2,Friday,0
MP-2026-007,P007,26-35,Wednesday,23.259715,77.402779,2026-01-02 03:57:00,7.36,4.76,38.79,Railway,Market,3,Friday,0
MP-2026-007,P007,18-25,Sunday,23.270234,77.414138,2026-01-01 19:08:00,8.22,4.18,30.52,Market,Railway,19,Thursday,0
MP-2026-007,P007,18-25,Tuesday,23.25804,77.410324,2026-01-01 15:06:00,26.46,11.62,26.36,Railway,Bus_Stop,15,Thursday,0
MP-2026-007,P007,26-35,Tuesday,23.269282,77.410964,2026-01-01 23:17:00,6.12,2.87,28.18,Bus_Stop,Railway,23,Thursday,0
MP-2026-007,P007,36-45,Thursday,23.256979,77.410788,2026-01-01 17:54:00,16.9,3.92,13.94,Railway,Home,17,Thursday,0
MP-2026-007,P007,26-35,Friday,23.260024,77.412822,2026-01-02 01:21:00,15.09,7.3,29.02,Home,Bus_Stop,1,Friday,0
MP-2026-007,P007,36-45,Saturday,23.256388,77.40489,2026-01-01 19:28:00,26.51,9.71,21.99,Bus_Stop,Market,19,Thursday,0
MP-2026-007,P007,36-45,Friday,23.256385,77.415064,2026-01-01 20:07:00,21.51,3.09,8.62,Market,Home,20,Thursday,0
MP-2026-007,P007,36-45,Sunday,23.25894,77.41051,2026-01-01 21:59:00,17.42,7.08,24.39,Home,Bus_Stop,21,Thursday,0
MP-2026-007,P007,18-25,Tuesday,23.25921,77.402396,2026-01-01 17:43:00,26.57,10.89,24.58,Bus_Stop,Market,17,Thursday,0
MP-2026-007,P007,18-25,Tuesday,23.239674,77.401894,2026-01-02 02:40:00,27.37,8.09,17.74,Market,Park,2,Friday,0
MP-2026-007,P007,36-45,Monday,23.258553,77.397122,2026-01-02 00:56:00,16.65,7.46,26.89,Park,Hospital,0,Friday,0
MP-2026-007,P007,26-35,Tuesday,23.260535,77.412668,2026-01-01 19:29:00,19.7,0.66,2.0,Hospital,Home,19,Thursday,0
MP-2026-007,P007,18-25,Sunday,23.257878,77.404254,2026-01-02 03:11:00,17.15,7.64,26.72,Home,Market,3,Friday,0
MP-2026-007,P007,18-25,Wednesday,23.271033,77.411261,2026-01-02 02:53:00,34.07,15.59,27.46,Market,Railway,2,Friday,0
MP-2026-007,P007,36-45,Monday,23.2605,77.41196,2026-01-01 14:11:00,32.79,3.35,6.12,Railway,Home,14,Thursday,0
MP-2026-007,P007,26-35,Thursday,23.258039,77.412993,2026-01-01 18:12:00,35.76,21.44,35.97,Home,Bus_Stop,18,Thursday,0
MP-2026-007,P007,26-35,Friday,23.214902,77.430591,2026-01-02 04:22:00,15.83,2.54,9.61,Bus_Stop,College,4,Friday,0
MP-2026-007,P007,36-45,Sunday,23.207392,77.435534,2026-01-01 19:22:00,14.29,4.89,20.56,College,Mall,19,Thursday,0
MP-2026-007,P007,18-25,Sunday,23.258286,77.403958,2026-01-01 23:05:00,13.44,8.13,36.29,Mall,Market,23,Thursday,0
MP-2026-007,P007,18-25,Tuesday,23.237566,77.400957,2026-01-01 17:53:00,8.21,3.1,22.67,Market,Park,17,Thursday,0
MP-2026-007,P007,26-35,Wednesday,23.260903,77.412392,2026-01-02 01:37:00,15.11,2.04,8.1,Park,Home,1,Friday,0
MP-2026-007,P007,18-25,Friday,23.257633,77.412154,2026-01-01 20:44:00,9.59,5.31,33.25,Home,Bus_Stop,20,Thursday,0
MP-2026-007,P007,26-35,Wednesday,23.260123,77.404222,2026-01-01 14:28:00,30.5,13.17,25.92,Bus_Stop,Market,14,Thursday,0
MP-2026-007,P007,18-25,Friday,23.259213,77.411652,2026-01-02 00:39:00,11.47,0.82,4.29,Market,Home,0,Friday,0
MP-2026-007,P007,18-25,Monday,23.288881285671927,77.42123307187872,2026-01-01 22:29:00,33.27,17.89,108.91383501373156,Home,Market,22,Thursday,0
MP-2026-007,P007,18-25,Thursday,23.269104,77.413542,2026-01-01 22:03:00,10.32,3.77,21.95,Market,Railway,22,Thursday,0
MP-2026-007,P007,36-45,Sunday,23.261284,77.404905,2026-01-01 14:28:00,28.06,9.91,21.19,Railway,Market,14,Thursday,0
MP-2026-007,P007,36-45,Sunday,23.238429,77.399365,2026-01-01 17:09:00,21.09,8.47,24.08,Market,Park,17,Thursday,0
MP-2026-007,P007,36-45,Monday,23.206257,77.436112,2026-01-01 22:50:00,12.77,5.3,24.89,Park,Mall,22,Thursday,0
MP-2026-007,P007,26-35,Wednesday,23.216237,77.433947,2026-01-01 22:54:00,20.38,4.81,14.15,Mall,College,22,Thursday,0
MP-2026-007,P007,36-45,Wednesday,23.258398,77.402298,2026-01-01 15:46:00,24.27,12.7,31.39,College,Market,15,Thursday,0
MP-2026-007,P007,26-35,Wednesday,23.240385,77.402655,2026-01-02 02:18:00,20.88,3.86,11.08,Market,Park,2,Friday,0
MP-2026-007,P007,18-25,Saturday,23.259047,77.397861,2026-01-02 01:06:00,24.41,12.55,30.86,Park,Hospital,1,Friday,0
MP-2026-007,P007,36-45,Wednesday,23.238385,77.40206,2026-01-01 19:16:00,25.75,0.87,2.02,Hospital,Park,19,Thursday,0
MP-2026-007,P007,26-35,Wednesday,23.258502,77.396869,2026-01-01 18:55:00,25.54,10.75,25.25,Park,Hospital,18,Thursday,0
MP-2026-007,P007,26-35,Friday,23.261135,77.413647,2026-01-01 20:53:00,17.06,3.94,13.87,Hospital,Home,20,Thursday,0
MP-2026-007,P007,36-45,Sunday,23.259347,77.411674,2026-01-01 13:49:00,5.25,3.34,38.23,Home,Bus_Stop,13,Thursday,0
MP-2026-007,P007,18-25,Thursday,23.215419,77.432801,2026-01-02 02:47:00,31.25,11.02,21.15,Bus_Stop,College,2,Friday,0
MP-2026-007,P007,26-35,Thursday,23.204637,77.438077,2026-01-01 14:14:00,15.34,6.79,26.57,College,Mall,14,Thursday,0
MP-2026-007,P007,18-25,Tuesday,23.261096,77.411724,2026-01-02 04:31:00,6.61,1.25,11.32,Mall,Home,4,Friday,0
MP-2026-007,P007,26-35,Monday,23.258718,77.411757,2026-01-02 01:24:00,19.15,8.53,26.73,Home,Bus_Stop,1,Friday,0
MP-2026-007,P007,26-35,Sunday,23.212687,77.430956,2026-01-01 18:34:00,23.23,8.56,22.1,Bus_Stop,College,18,Thursday,0
MP-2026-007,P007,36-45,Monday,23.260464,77.404955,2026-01-01 13:38:00,25.45,10.47,24.69,College,Market,13,Thursday,0
MP-2026-007,P007,26-35,Wednesday,23.237209,77.40051,2026-01-01 21:42:00,24.17,2.01,5.0,Market,Park,21,Thursday,0
MP-2026-007,P007,36-45,Wednesday,23.258791,77.413521,2026-01-01 13:23:00,13.65,0.58,2.55,Park,Home,13,Thursday,0
MP-2026-007,P007,26-35,Saturday,23.214897,77.432395,2026-01-01 16:59:00,16.37,7.44,27.25,Home,College,16,Thursday,0
MP-2026-007,P007,26-35,Tuesday,23.260153,77.404682,2026-01-01 13:14:00,28.97,15.9,32.93,College,Market,13,Thursday,0
MP-2026-007,P007,26-35,Monday,23.268898,77.413807,2026-01-01 19:39:00,14.32,8.2,34.37,Market,Railway,19,Thursday,0
MP-2026-007,P007,36-45,Saturday,23.259007,77.40844,2026-01-01 21:58:00,19.04,9.58,30.18,Railway,Bus_Stop,21,Thursday,0
MP-2026-007,P007,36-45,Thursday,23.268662,77.411688,2026-01-02 03:06:00,9.39,4.64,29.65,Bus_Stop,Railway,3,Friday,0
MP-2026-007,P007,18-25,Sunday,23.260363,77.41254,2026-01-02 02:28:00,33.53,6.62,11.85,Railway,Home,2,Friday,0
MP-2026-007,P007,26-35,Wednesday,23.257732,77.40273,2026-01-02 02:22:00,15.6,8.12,31.25,Home,Market,2,Friday,0
MP-2026-007,P007,26-35,Tuesday,23.269489,77.411051,2026-01-01 17:52:00,11.18,4.98,26.72,Market,Railway,17,Thursday,0
MP-2026-007,P007,26-35,Saturday,23.259011,77.405511,2026-01-01 13:56:00,39.92,19.03,28.61,Railway,Market,13,Thursday,0
MP-2026-007,P007,18-25,Thursday,23.258039,77.397191,2026-01-01 15:01:00,12.82,5.21,24.41,Market,Hospital,15,Thursday,0
MP-2026-007,P007,18-25,Monday,23.258707,77.413104,2026-01-01 17:57:00,14.06,1.98,8.46,Hospital,Home,17,Thursday,0
MP-2026-007,P007,36-45,Wednesday,23.258185,77.403011,2026-01-01 23:25:00,28.48,16.29,34.31,Home,Market,23,Thursday,0
MP-2026-007,P007,18-25,Tuesday,23.271152,77.412617,2026-01-02 04:22:00,38.67,16.1,24.98,Market,Railway,4,Friday,0
MP-2026-007,P007,36-45,Monday,23.258244,77.410103,2026-01-01 21:40:00,23.85,14.42,36.27,Railway,Bus_Stop,21,Thursday,0
MP-2026-007,P007,18-25,Saturday,23.259647,77.40426,2026-01-01 22:06:00,27.4,14.5,31.76,Bus_Stop,Market,22,Thursday,0
MP-2026-007,P007,18-25,Sunday,23.238163,77.400148,2026-01-01 22:50:00,33.39,10.18,18.28,Market,Park,22,Thursday,0
MP-2026-007,P007,18-25,Sunday,23.258845,77.402338,2026-01-01 22:01:00,5.0,2.53,30.33,Park,Market,22,Thursday,0
MP-2026-007,P007,18-25,Saturday,23.260057,77.411714,2026-01-01 23:09:00,30.84,2.12,4.12,Market,Home,23,Thursday,0
MP-2026-007,P007,26-35,Monday,23.258357,77.403683,2026-01-01 17:56:00,18.28,8.51,27.95,Home,Market,17,Thursday,0
MP-2026-007,P007,18-25,Monday,23.239695,77.400031,2026-01-01 17:17:00,27.97,5.12,10.98,Market,Park,17,Thursday,0
MP-2026-007,P007,36-45,Wednesday,23.257451,77.404515,2026-01-02 02:48:00,20.52,15.99,46.75,Park,Market,2,Friday,0
MP-2026-007,P007,18-25,Tuesday,23.238612,77.398996,2026-01-01 17:54:00,21.4,4.32,12.11,Market,Park,17,Thursday,0
MP-2026-007,P007,18-25,Thursday,23.258309,77.40052,2026-01-01 14:32:00,26.8,12.95,29.0,Park,Market,14,Thursday,0
MP-2026-007,P007,18-25,Saturday,23.270639,77.413389,2026-01-01 22:34:00,28.39,7.74,16.35,Market,Railway,22,Thursday,0
MP-2026-007,P007,36-45,Monday,23.260612,77.401825,2026-01-01 19:27:00,38.81,16.35,25.28,Railway,Market,19,Thursday,0
MP-2026-007,P007,18-25,Tuesday,23.259115,77.411483,2026-01-01 22:56:00,19.27,0.64,2.0,Market,Home,22,Thursday,0
MP-2026-007,P007,26-35,Tuesday,23.258763,77.398124,2026-01-01 22:43:00,25.46,18.6,43.85,Home,Hospital,22,Thursday,0
MP-2026-007,P007,36-45,Saturday,23.260803,77.411175,2026-01-02 02:47:00,21.38,0.71,2.0,Hospital,Home,2,Friday,0
MP-2026-007,P007,18-25,Thursday,23.258698,77.405313,2026-01-01 15:33:00,25.87,12.15,28.18,Home,Market,15,Thursday,0
MP-2026-008,P008,36-45,Friday,23.256821,77.411731,2026-01-02 20:06:00,31.18,22.23,42.79,Home,Bus_Stop,20,Friday,0
MP-2026-008,P008,18-25,Monday,23.269205,77.413031,2026-01-03 04:02:00,13.33,7.02,31.61,Bus_Stop,Railway,4,Saturday,1
MP-2026-008,P008,26-35,Friday,23.259186,77.401799,2026-01-02 20:20:00,26.69,14.03,31.55,Railway,Market,20,Friday,0
MP-2026-008,P008,26-35,Tuesday,23.260978,77.411309,2026-01-02 18:43:00,12.83,2.24,10.5,Market,Home,18,Friday,0
MP-2026-008,P008,26-35,Friday,23.259073,77.408232,2026-01-03 00:38:00,22.77,7.57,19.95,Home,Bus_Stop,0,Saturday,1
MP-2026-008,P008,36-45,Wednesday,23.259427,77.40423,2026-01-02 13:09:00,23.04,7.33,19.08,Bus_Stop,Market,13,Friday,0
MP-2026-008,P008,18-25,Thursday,23.268947,77.410818,2026-01-02 22:10:00,14.7,7.57,30.91,Market,Railway,22,Friday,0
MP-2026-008,P008,26-35,Saturday,23.25917,77.401092,2026-01-03 04:53:00,24.94,13.83,33.27,Railway,Market,4,Saturday,1
MP-2026-008,P008,26-35,Thursday,23.256882,77.409539,2026-01-02 22:37:00,21.14,10.24,29.07,Market,Bus_Stop,22,Friday,0
MP-2026-008,P008,18-25,Saturday,23.259035,77.403676,2026-01-02 14:37:00,19.75,7.23,21.96,Bus_Stop,Market,14,Friday,0
MP-2026-008,P008,26-35,Wednesday,23.258065,77.409437,2026-01-02 14:55:00,32.98,4.42,8.04,Market,Home,14,Friday,0
MP-2026-008,P008,26-35,Sunday,23.214418,77.432238,2026-01-02 14:56:00,18.3,11.05,36.24,Home,College,14,Friday,0
MP-2026-008,P008,18-25,Saturday,23.261101,77.412988,2026-01-03 01:53:00,30.54,1.02,2.0,College,Home,1,Saturday,1
MP-2026-008,P008,26-35,Wednesday,23.259223,77.405273,2026-01-02 13:46:00,5.39,2.61,29.02,Home,Market,13,Friday,0
MP-2026-008,P008,18-25,Monday,23.261845,77.412464,2026-01-02 18:15:00,18.23,4.14,13.62,Market,Home,18,Friday,0
MP-2026-008,P008,36-45,Tuesday,23.214117,77.432209,2026-01-02 18:12:00,14.44,4.95,20.55,Home,College,18,Friday,0
MP-2026-008,P008,36-45,Saturday,23.261544,77.410641,2026-01-02 14:36:00,17.42,5.07,17.47,College,Home,14,Friday,0
MP-2026-008,P008,26-35,Sunday,23.259095,77.411508,2026-01-02 22:51:00,22.55,8.02,21.34,Home,Bus_Stop,22,Friday,0
MP-2026-008,P008,18-25,Thursday,23.268442,77.414614,2026-01-02 15:14:00,14.36,7.66,32.0,Bus_Stop,Railway,15,Friday,0
MP-2026-008,P008,36-45,Saturday,23.257955,77.412209,2026-01-02 13:26:00,23.75,2.86,7.22,Railway,Home,13,Friday,0
MP-2026-008,P008,26-35,Thursday,23.260273,77.410231,2026-01-03 04:32:00,13.13,6.25,28.56,Home,Bus_Stop,4,Saturday,1
MP-2026-008,P008,18-25,Friday,23.268282,77.414305,2026-01-02 22:37:00,10.25,3.69,21.62,Bus_Stop,Railway,22,Friday,0
MP-2026-008,P008,26-35,Thursday,23.258864,77.410652,2026-01-02 18:50:00,6.33,0.31,2.96,Railway,Home,18,Friday,0
MP-2026-008,P008,18-25,Monday,23.21536,77.432278,2026-01-02 15:56:00,13.78,8.27,36.02,Home,College,15,Friday,0
MP-2026-008,P008,36-45,Tuesday,23.258891,77.4135,2026-01-03 00:51:00,5.0,0.69,8.3,College,Home,0,Saturday,1
MP-2026-008,P008,26-35,Sunday,23.258844,77.409737,2026-01-02 22:53:00,11.24,5.65,30.15,Home,Bus_Stop,22,Friday,0
MP-2026-008,P008,36-45,Wednesday,23.216363,77.430052,2026-01-02 19:01:00,31.52,14.85,28.27,Bus_Stop,College,19,Friday,0
MP-2026-008,P008,26-35,Thursday,23.206807,77.43758,2026-01-03 04:56:00,22.49,11.5,30.67,College,Mall,4,Saturday,1
MP-2026-008,P008,36-45,Friday,23.259282,77.412892,2026-01-02 21:49:00,19.72,1.53,4.64,Mall,Home,21,Friday,0
MP-2026-008,P008,18-25,Tuesday,23.258324,77.411004,2026-01-02 18:52:00,6.88,2.53,22.02,Home,Bus_Stop,18,Friday,0
MP-2026-008,P008,18-25,Thursday,23.268458,77.411875,2026-01-03 02:35:00,14.3,8.32,34.9,Bus_Stop,Railway,2,Saturday,1
MP-2026-008,P008,18-25,Sunday,23.259552,77.40379,2026-01-02 17:54:00,22.46,10.46,27.93,Railway,Market,17,Friday,0
MP-2026-008,P008,18-25,Sunday,23.258974,77.411067,2026-01-03 04:50:00,20.49,0.87,2.54,Market,Home,4,Saturday,1
MP-2026-008,P008,36-45,Wednesday,23.258425,77.404431,2026-01-03 03:51:00,35.48,11.14,18.84,Home,Market,3,Saturday,1
MP-2026-008,P008,18-25,Monday,23.239202,77.399929,2026-01-03 02:28:00,6.66,1.16,10.45,Market,Park,2,Saturday,1
MP-2026-008,P008,26-35,Monday,23.260313,77.397219,2026-01-02 20:45:00,24.57,2.84,6.95,Park,Hospital,20,Friday,0
MP-2026-008,P008,18-25,Wednesday,23.25629,77.410119,2026-01-02 21:28:00,26.86,14.27,31.88,Hospital,Bus_Stop,21,Friday,0
MP-2026-008,P008,18-25,Sunday,23.270193,77.409174,2026-01-02 19:19:00,17.94,7.15,23.93,Bus_Stop,Railway,19,Friday,0
MP-2026-008,P008,36-45,Tuesday,23.260857,77.410369,2026-01-02 19:08:00,20.2,2.61,7.76,Railway,Home,19,Friday,0
MP-2026-008,P008,26-35,Monday,23.259089,77.408335,2026-01-02 13:38:00,17.32,5.71,19.77,Home,Bus_Stop,13,Friday,0
MP-2026-008,P008,26-35,Monday,23.215893,77.430175,2026-01-03 02:04:00,20.07,10.01,29.94,Bus_Stop,College,2,Saturday,1
MP-2026-008,P008,18-25,Wednesday,23.206024,77.435643,2026-01-03 03:31:00,17.22,10.92,38.05,College,Mall,3,Saturday,1
MP-2026-008,P008,36-45,Wednesday,23.261417,77.411404,2026-01-02 17:48:00,26.21,1.87,4.28,Mall,Home,17,Friday,0
MP-2026-008,P008,36-45,Monday,23.255215,77.41121,2026-01-03 02:31:00,21.69,12.84,35.53,Home,Bus_Stop,2,Saturday,1
MP-2026-008,P008,18-25,Wednesday,23.25926,77.404691,2026-01-02 16:17:00,15.13,6.37,25.25,Bus_Stop,Market,16,Friday,0
MP-2026-008,P008,18-25,Thursday,23.270926,77.415223,2026-01-03 02:27:00,23.97,13.65,34.16,Market,Railway,2,Saturday,1
MP-2026-008,P008,36-45,Monday,23.258048,77.409585,2026-01-03 04:19:00,18.04,7.67,25.5,Railway,Bus_Stop,4,Saturday,1
MP-2026-008,P008,18-25,Thursday,23.215702,77.433914,2026-01-02 14:09:00,22.82,16.54,43.48,Bus_Stop,College,14,Friday,0
MP-2026-008,P008,26-35,Friday,23.259912,77.405835,2026-01-02 19:38:00,21.49,8.88,24.8,College,Market,19,Friday,0
MP-2026-008,P008,36-45,Saturday,23.261828,77.411523,2026-01-02 18:49:00,14.03,0.47,2.0,Market,Home,18,Friday,0
MP-2026-008,P008,18-25,Thursday,23.260148,77.408667,2026-01-02 20:01:00,14.56,6.14,25.32,Home,Bus_Stop,20,Friday,0
MP-2026-008,P008,18-25,Friday,23.21423,77.432035,2026-01-02 18:03:00,28.17,12.41,26.43,Bus_Stop,College,18,Friday,0
MP-2026-008,P008,18-25,Wednesday,23.2583,77.411626,2026-01-02 21:39:00,17.04,3.28,11.56,College,Home,21,Friday,0
MP-2026-008,P008,36-45,Wednesday,23.215785,77.431596,2026-01-02 21:12:00,12.67,3.37,15.95,Home,College,21,Friday,0
MP-2026-008,P008,18-25,Wednesday,23.207868,77.439999,2026-01-02 22:32:00,5.0,1.57,18.83,College,Mall,22,Friday,0
MP-2026-008,P008,36-45,Sunday,23.21775,77.432177,2026-01-02 17:55:00,23.1,15.56,40.41,Mall,College,17,Friday,0
MP-2026-008,P008,18-25,Thursday,23.206987,77.436769,2026-01-03 03:31:00,21.23,8.79,24.85,College,Mall,3,Saturday,1
MP-2026-008,P008,26-35,Thursday,23.214119,77.431802,2026-01-02 19:26:00,27.3,7.98,17.54,Mall,College,19,Friday,0
MP-2026-008,P008,36-45,Tuesday,23.259332,77.405435,2026-01-02 16:32:00,5.0,3.34,40.03,College,Market,16,Friday,0
MP-2026-008,P008,26-35,Sunday,23.238897,77.402339,2026-01-03 04:09:00,7.0,0.78,6.71,Market,Park,4,Saturday,1
MP-2026-008,P008,18-25,Sunday,23.259475,77.415758,2026-01-02 14:29:00,26.96,0.9,2.0,Park,Home,14,Friday,0
MP-2026-008,P008,18-25,Wednesday,23.259211,77.41183,2026-01-02 23:29:00,16.77,6.64,23.75,Home,Bus_Stop,23,Friday,0
MP-2026-008,P008,26-35,Wednesday,23.270155,77.408945,2026-01-02 15:08:00,10.07,4.42,26.33,Bus_Stop,Railway,15,Friday,0
